"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","SOUNDDISC","2019","12","1","Crippled symmetry / Morton Feldman.","Feldman, Morton, 1926-1987","Trios Piano flute vibraphone","Bridge Records,","[1999]"
"Digital","OverDrive","EBOOK","2019","12","16","I Like to Watch: Arguing My Way Through the TV Revolution","Emily Nussbaum","Art, Literary Criticism, Nonfiction, Performing Arts","Random House, Inc.","2019"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","Broken (Unabridged)","William Cope Moyers","Biography & Autobiography, Nonfiction","Books on Tape","2010"
"Digital","OverDrive","EBOOK","2019","12","3","Bless Her Dead Little Heart: Southern Ladies Mystery Series, Book 1","Miranda James","Fiction, Literature, Mystery","Penguin Group (USA), Inc.","2014"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","Ghosthunters and the Gruesome Invincible Lightning Ghost: Ghosthunters Series, Book 2 (unabridged) (Unabridged)","Cornelia Funke","Fantasy, Humor (Fiction), Juvenile Fiction","Books on Tape","2007"
"Physical","Horizon","BOOK","2019","12","10","Everything is illuminated : a novel / Jonathan Safran Foer.","Foer, Jonathan Safran, 1977-","Americans Ukraine Fiction, World War 1939 1945 Ukraine Fiction, Jewish families Fiction, Grandfathers Fiction, Novelists Fiction, Young men Fiction, Ukraine Fiction, Domestic fiction, Jewish fiction, Humorous fiction, Bildungsromans","Mariner Books,","2015."
"Physical","Horizon","BOOK","2019","12","1","Sana sin esfuerzo : los 9 pilares de la salud / Dr. Joseph Mercola ; con prólogo del doctor David Perlmutter ; traducción: Ariadna Molinari Tato.","Mercola, Joseph","Self care Health, Health behavior, Diet, Nutrition","Grijalbo Vital/Penguin Random House Grupo Editorial,","2017."
"Physical","Horizon","SOUNDDISC","2019","12","1","154 / Wire.","Wire (Musical group)","Rock music 1971 1980","Pink Flag,","[2006]"
"Digital","OverDrive","EBOOK","2019","12","1","Lance Armstrong's War","Daniel Coyle","Biography & Autobiography, Nonfiction, Sports & Recreations","HarperCollins Publishers Inc.","2005"
"Physical","Horizon","VIDEODISC","2019","12","2","You can count on me / Hart Sharp Entertainment and Shooting Gallery ; in association with Cappa Productions ; producers, John N. Hart, Jeffrey Sharp, Larry Meistrich, Barbara De Fina ; written & directed by Kenneth Lonergan.",,"Mothers and sons Drama, Family reunions Drama, Brothers and sisters Drama, Feature films, Fiction films, Comedy films, Video recordings for the hearing impaired","Paramount Home Entertainment,","[2006]"
"Physical","Horizon","VIDEODISC","2019","12","1","The Green Hornet / Universal Pictures Company ; associate producer, Henry MacRae ; screen play, Geo. H. Plympton, ... [and others] ; directed by Ford Beebe and Ray Taylor.",,"Superheroes Drama, Newspaper editors Drama, Racketeering Drama, Criminal behavior Drama, Good and evil Drama, Fiction films, Superhero films","VCI Entertainment,","[2009]"
"Digital","OverDrive","EBOOK","2019","12","1","Rise and Fall: Spirit Animals Series, Book 6","Eliot Schrefer","Fantasy, Juvenile Fiction","Scholastic, Inc. (US)","2015"
"Physical","Horizon","BOOK","2019","12","5","New Year's Day / by Mari C. Schuh.","Schuh, Mari C., 1975-","New Year Juvenile literature, Holidays Juvenile literature","Pebble Books,","[2003]"
"Physical","Horizon","BOOK","2019","12","2","Snowboy 1, 2, 3 / written by Joe Wahman ; illustrations by Wendy Wahman.","Wahman, Joe","Stories in rhyme Juvenile fiction, Winter Fiction, Snow Juvenile fiction, Counting Fiction","Henry Holt & Co.,","2012."
"Digital","OverDrive","AUDIOBOOK","2019","12","3","Fancy Nancy (Unabridged)","Jane O'Connor","Humor (Fiction), Juvenile Fiction","HarperCollins Publishers Inc.","2007"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","We Own the Sky (Unabridged)","Luke Allnutt","Fiction, Literature","HarperCollins Publishers Inc.","2018"
"Physical","Horizon","BOOK","2019","12","1","Dancing with life : Buddhist insights for finding meaning and joy in the face of suffering / Phillip Moffitt.","Moffitt, Phillip","Four Noble Truths, Suffering Religious aspects Buddhism, Buddhism","Rodale : DIstributed to the trade by Macmillan,","[2008]"
"Physical","Horizon","BOOK","2019","12","1","Alice in Chains : the untold story / David de Sola.","De Sola, David","Alice in Chains Musical group, Rock musicians United States Biography, Grunge music United States History and criticism","Thomas Dunne Books,","c2015."
"Digital","OverDrive","AUDIOBOOK","2019","12","14","Charlie and the Chocolate Factory: Charlie Series, Book 1 (unabridged) (Unabridged)","Roald Dahl","Classic Literature, Fantasy, Juvenile Fiction","Books on Tape","2014"
"Physical","Horizon","SOUNDDISC","2019","12","1","At Mount Zoomer / Wolf Parade.","Wolf Parade (Musical group)","Rock music 2001 2010","Sub Pop Records,","[2008]"
"Physical","Horizon","VIDEODISC","2019","12","2","Historias de fútbol = Football stories / con el apoyo de Fondart ; Kalikrates S.A. ; Roos Film ; gúion, Réne Arcos, Andrés Wood ; producción, Andrés Honorato ; dirección, Andrés Wood.",,"Soccer matches Chile Drama, Soccer fans Chile Drama, Feature films, Fiction films, Short films, Sports films, Motion pictures Spanish","Terra Entertainment,","[2006]"
"Physical","Horizon","BOOK","2019","12","1","Myanmar / [author, Gavin Thomas].","Thomas, G. (Gavin),","Burma Guidebooks, Guidebooks","APA Publications,","2019."
"Physical","Horizon","BOOK","2019","12","1","Reading between the wines / Terry Theise.","Theise, Terry, 1953-","Wine and wine making Miscellanea","University of California Press,","[2010]"
"Physical","Horizon","BOOK","2019","12","5","Coached to death / Victoria Laurie.","Laurie, Victoria","Neighbors Fiction, Friendship Fiction, Murder Fiction, Murder Investigation Fiction, East Hampton N Y Fiction, Detective and mystery fiction","Kensington Books,","2019."
"Digital","OverDrive","EBOOK","2019","12","1","Miss Tracy Is Spacey!: My Weirdest School Series, Book 9","Dan Gutman","Humor (Fiction), Juvenile Fiction, Juvenile Literature","HarperCollins Publishers Inc.","2017"
"Digital","OverDrive","EBOOK","2019","12","2","Power Forward","Hena Khan","Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.","2018"
"Physical","Horizon","BOOK","2019","12","1","Step by step / written and illustrated by Loreen Leedy.","Leedy, Loreen","Animal tracks Juvenile literature, Animals Infancy Juvenile literature, Animals Locomotion Juvenile literature","Holiday House Publishing, Inc.,","[2018]"
"Digital","OverDrive","EBOOK","2019","12","1","Kitten Lady's Big Book of Little Kittens","Hannah Shaw","Family & Relationships, Juvenile Nonfiction, Nature, Pets","Simon & Schuster, Inc.","2019"
"Physical","Horizon","BOOK","2019","12","1","Girls with sharp sticks / Suzanne Young.","Young, Suzanne","Schools Juvenile fiction, Cyborgs Juvenile fiction, Private schools Juvenile fiction, Young adult fiction, Science fiction","Simon Pulse,","2019."
"Physical","Horizon","BOOK","2019","12","1","The world atlas of street art and graffiti / Rafael Schacter ; foreward by John Fekner.","Schacter, Rafael","Street art Guidebooks, Graffiti Guidebooks","Yale University Press,","[2013]"
"Physical","Horizon","BOOK","2019","12","1","Mother & son : the respect effect / Emerson Eggerichs.","Eggerichs, Emerson","Mothers and sons Religious aspects Christianity, Mothers and sons, Respect for persons","W Publishing Group,","[2016]"
"Physical","Horizon","BOOK","2019","12","3","Coastal living beach house style : designing spaces that bring the beach to you / [edited by Katherine Cobbs].",,"Seaside architecture, Interior decoration","Oxmoor House ; Time Home Entertainment,","[2010]"
"Physical","Horizon","SOUNDDISC","2019","12","1","Voyager : travel writings / Russell Banks.","Banks, Russell, 1940-","Banks Russell 1940 Travel, Voyages and travels, Travel writing, Audiobooks","Harper Audio,","[2016]"
"Physical","Horizon","BOOK","2019","12","1","Stars and stripes triumphant / Harry Harrison.","Harrison, Harry, 1925-2012","International relations Fiction, United States History Civil War 1861 1865 Fiction, Great Britain Fiction, Alternative histories Fiction, War fiction","Ballantine Books,","2003."
"Physical","Horizon","BOOK","2019","12","2","The ancient magus bride. The silver yarn / [Kore Yamazaki, editorial supervisor].",,"Young adult fiction, Great Britain Fiction, Fantasy fiction, Short stories","Seven Seas Entertainment,","[2019]"
"Digital","OverDrive","EBOOK","2019","12","1","The Cat Who Lived High: The Cat Who Series, Book 11","Lilian Jackson Braun","Fiction, Mystery","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2019","12","3","Truth Will Out","K.C. Wells","Fiction, Romance, Suspense","Dreamspinner Press","2019"
"Physical","Horizon","SOUNDDISC","2019","12","4","Hurley / Weezer.","Weezer (Musical group)","Rock music 2001 2010","Epitaph,","[2010]"
"Physical","Horizon","SOUNDDISC","2019","12","2","The hobbit, the desolation of Smaug : original motion picture soundtrack / music composed by Howard Shore.","Shore, Howard","Motion picture music","Water Tower Music,","p2013."
"Physical","Horizon","BOOK","2019","12","4","Liar & spy / Rebecca Stead.","Stead, Rebecca","Spies Fiction, Apartment houses Juvenile fiction, Family life New York State New York Fiction, Middle schools Juvenile fiction, Schools Fiction, Brooklyn New York N Y Juvenile fiction","Wendy Lamb Books,","[2012]"
"Digital","OverDrive","EBOOK","2019","12","1","Jesus Before the Gospels: How the Earliest Christians Remembered, Changed, and Invented Their Stories of the Savior","Bart D. Ehrman","Nonfiction, Religion & Spirituality","HarperCollins Publishers Inc.","2016"
"Physical","Horizon","BOOK","2019","12","9","Snowballs / Lois Ehlert.","Ehlert, Lois","Snow Juvenile fiction","Harcourt Brace,","[1995]"
"Digital","OverDrive","EBOOK","2019","12","4","The Fates Divide","Veronica Roth","Fantasy, Romance, Young Adult Fiction, Young Adult Literature","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2019","12","2","Rage: Alex Delaware Series, Book 19","Jonathan Kellerman","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2010"
"Digital","OverDrive","EBOOK","2019","12","5","Unusual Chickens for the Exceptional Poultry Farmer","Kelly Jones","Humor (Fiction), Juvenile Fiction","Random House, Inc.","2015"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","Seeds of Rebellion: Beyonders Series, Book 2 (unabridged) (Unabridged)","Brandon Mull","Fantasy, Young Adult Fiction","Simon & Schuster - Audiobooks","2013"
"Digital","OverDrive","EBOOK","2019","12","2","Evil Twins: Case File 13 Series, Book 3","J. Scott Savage","Fantasy, Juvenile Fiction","HarperCollins Publishers Inc.","2014"
"Physical","Horizon","SOUNDDISC","2019","12","1","Attack & release / the Black Keys.","Black Keys (Musical group)","Rock music 2001 2010, Blues Music 2001 2010","Nonesuch,","[2008]"
"Physical","Horizon","VIDEODISC","2019","12","1","Saving face / HBO Documentary Films, JungeFilm and Milkhaus present ; produced by Davis Coombe, Daniel Junge, Alison Greenberg, Sharmeen Obaid Chinoy, Sabiha Sumar ; directed by Daniel Junge and Sharmeen Obaid Chinoy.",,"Women Crimes against Pakistan, Chemical burns Patients Pakistan, Victims of violent crimes Pakistan, Documentary films, Nonfiction films, Feature films","Home Box Office,","[2013]"
"Digital","OverDrive","EBOOK","2019","12","1","A Cook's Journey to Japan: 100 Homestyle Recipes from Japanese Kitchens","Sarah Marx Feldner","Cooking & Food, Essays, Nonfiction, Travel","Lightning Source Inc","2012"
"Physical","Horizon","BOOK","2019","12","6","The mystery girl / created by Gertrude Chandler Warner ; illustrated by Charles Tang.","Warner, Gertrude Chandler, 1890-1979","Boxcar children Fictitious characters Juvenile fiction, Families Fiction, Brothers and sisters Fiction, Orphans Juvenile fiction, Mystery and detective stories","A. Whitman & Co.,","1992."
"Physical","Horizon","BOOK","2019","12","1","The Chinese vegan kitchen : more than 225 meat-free, egg-free, dairy-free dishes from the culinary regions of China / Donna Klein.","Klein, Donna (Donna M.)","Cooking Chinese, Vegan cooking, Cookbooks","Penguin Group,","2012."
"Digital","OverDrive","EBOOK","2019","12","7","Slightly Scandalous: Bedwyn Series, Book 5","Mary Balogh","Fiction, Historical Fiction, Romance","Random House, Inc.","2009"
"Digital","OverDrive","AUDIOBOOK","2019","12","3","Double Cross: Alex Cross Series, Book 13 (unabridged) (Unabridged)","James Patterson","Fiction, Mystery","Books on Tape","2008"
"Physical","Horizon","BOOK","2019","12","1","Just saying / Rae Armantrout.","Armantrout, Rae, 1947-",,"Wesleyan University Press,","[2013]"
"Digital","OverDrive","AUDIOBOOK","2019","12","2","Herzog (Unabridged)","Saul Bellow","Classic Literature, Fiction","Blackstone Audio, Inc.","2012"
"Physical","Horizon","BOOK","2019","12","8","Volo's guide to monsters / lead designer, Mike Mearls.",,"Dungeons and Dragons Game Handbooks manuals etc, Fantasy games Handbooks manuals etc, Monsters, Handbooks and manuals","Wizards of the Coast,","[2016]"
"Physical","Horizon","BOOK","2019","12","1","Springboard : launching your personal search for success / G. Richard Shell.","Shell, G. Richard, 1949-","Success, Self realization, Satisfaction, Job satisfaction","Portfolio/Penguin,","2013."
"Digital","OverDrive","EBOOK","2019","12","1","Bound to Shadows: Riley Jenson Guardian Series, Book 8","Keri Arthur","Fantasy, Fiction, Romance","Random House, Inc.","2009"
"Digital","OverDrive","EBOOK","2019","12","13","Life of Pi","Yann Martel","Fiction, Literature","Houghton Mifflin Harcourt Trade and Reference","2011"
"Physical","Horizon","SOUNDDISC","2019","12","1","Notes on a shipwreck : a story of refugees, borders, and hope / Davide Enia ; [translated from the Italian by Antony Shugaar].","Enia, Davide, 1974-","Enia Davide 1974 Family, Enia Davide 1974 Travel Italy Lampedusa Island, Authors Italian 21st century Biography, Shipwrecks Mediterranean Sea History 21st century, Lampedusa Island Italy Emigration and immigration History 21st century, Audiobooks","Brilliance Audio,","[2019]"
"Digital","OverDrive","EBOOK","2019","12","3","Island of Dragons: Geronimo Stilton and the Kingdom of Fantasy Series, Book 12","Geronimo Stilton","Fantasy, Humor (Fiction), Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)","2019"
"Physical","Horizon","BOOK","2019","12","4","Mary Russell's war : and other stories of suspense / Laurie R. King ; introduction by Leslie S. Klinger.","King, Laurie R.","Holmes Sherlock Fiction, Russell Mary Fictitious character 1900 Fiction, Detective and mystery fiction, Short stories","Poisoned Pen Press,","2016."
"Digital","OverDrive","EBOOK","2019","12","2","Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs","Ken Kocienda","Business, Computer Technology, Nonfiction, Technology","Macmillan Publishers","2018"
